term_str,n,max_pos
morrow,84,VB
morrowthursday,1,VB
morsel,2,NN
mortal,1,NN
mortem,7,NN
mortuary,1,NN
mosquitoes,1,NN
moss,3,NN
most,14,NN
moth,3,NN
mother,92,NN
mothers,21,NN
motion,3,NN
motionless,6,NN
motive,36,NN
motives,6,NN
motivesand,1,NN
motivesit,1,NN
motor,23,NN
motoring,1,NN
motto,7,NN
mouch,1,VB
mould,5,NN
mouldy,2,NN
mound,1,NN
mount,5,VB
mountain,9,NN
mountains,1,NN
mounting,1,NN
mournfully,4,NN
mourning,5,NN
mouse,4,NN
moustache,16,NN
moustaches,5,NN
mouth,42,NN
mouthed,3,NN
mouthful,2,NN
moutons,1,NN
move,46,NN
moved,3,NN
movement,15,NN
movements,3,NN
movies,2,NN
mp,1,NN
mr,89,NN
mrs,34,NN
much,31,NN
muchfirst,1,NN
muchit,1,NN
mud,13,NN
muddled,1,NN
muddlethats,1,NN
muddy,1,NN
muff,1,VB
muffin,1,NN
muffler,5,NN
mufflered,1,VB
mug,5,NN
mule,2,NN
multi,3,NN
multiplication,1,NN
mumble,1,NN
murder,163,NN
murderand,1,NN
murdered,5,NN
murderer,84,NN
murdererno,1,NN
murderers,5,NN
murderess,4,NN
murderously,1,NN
murders,3,NN
murmur,22,NN
murmured,4,NN
murmuring,3,NN
murmurs,1,NN
muscle,2,NN
muscles,1,NN
mused,1,VB
museum,2,NN
music,10,NN
musingly,3,NN
must,3,NN
mustache,2,NN
mustaches,2,NN
muster,5,VB
musthe,1,NN
mustnt,7,NN
mute,1,NN
mutely,1,NN
mutt,3,NN
mutter,2,NN
muttered,3,VB
mutton,7,NN
mutts,1,NN
mutual,1,NN
muzzle,2,NN
my,61,NN
myerexperience,1,NN
myself,149,NN
myselfbut,2,NN
myselfis,1,VB
mysteries,4,NN
mysterious,3,VB
mysteriously,2,NN
mystery,60,NN
mysterybut,1,NN
mystified,2,NN
myth,1,NN
myths,2,NN
méfiez,1,NN
mélisande,1,NN
métropole,3,NN
même,1,NN
nabbed,1,NN
nadina,1,NN
nail,8,NN
nails,2,NN
name,290,NN
named,1,NN
nameif,1,NN
nameless,1,NN
namelucas,1,NN
namely,1,NN
names,10,NN
naow,1,NN
nap,4,NN
napkin,1,NN
napoleon,1,VB
narcotic,2,NN
narrate,1,VB
narration,1,NN
narrative,3,NN
narratives,1,NN
narrator,1,NN
narrowed,1,NN
narrowly,4,NN
narrowness,1,NN
nasal,1,NN
nastily,2,NN
nation,5,NN
nationality,3,NN
native,3,NN
natives,1,NN
natural,4,NN
naturally,15,NN
nature,40,NN
naturerebelled,1,NN
naught,1,VB
naughty,1,NN
nausea,1,NN
nauseating,1,NN
navvy,1,NN
naïveté,1,NN
nb,1,NN
near,1,NN
nearer,20,NN
neat,5,NN
neatness,2,NN
necessaries,1,NN
necessary,7,NN
necessitate,2,VB
necessity,7,NN
neck,22,NN
necklace,3,NN
necklaces,1,NN
need,48,NN
needle,3,NN
needless,2,NN
neednt,2,NN
needs,3,VB
negation,1,NN
negative,3,NN
neglect,1,VB
negligently,1,NN
negotiate,2,VB
neighbor,7,NN
neighborhood,4,NN
neighbour,2,NN
neighbourhood,14,NN
neighbouring,2,NN
neighbours,1,NN
neither,4,NN
nephew,4,NN
nerve,14,NN
nerves,15,NN
nervethe,1,NN
nervous,3,NN
nervously,7,NN
nervousness,1,NN
nest,3,NN
net,4,NN
network,2,NN
never,17,NN
nevernever,1,NN
nevertheless,10,NN
new,3,NN
news,58,NN
newsmongers,1,NN
newspaper,19,NN
newspapers,7,NN
next,11,NN
nez,8,NN
nibs,1,NN
nice,9,NN
nicely,1,NN
nicer,1,NN
niche,1,NN
nick,3,NN
nickname,1,NN
niece,9,NN
night,433,NN
nightfall,2,NN
nightin,1,NN
nightmare,5,NN
nightor,1,NN
nights,2,NN
nightwell,1,NN
nightwhenever,1,NN
nightwhy,1,NN
nine,25,NN
nineboth,1,VB
ninepence,1,NN
nineteen,1,NN
nitrogen,1,NN
no,450,NN
noand,1,NN
nobleman,2,NN
noblesse,1,NN
nobody,70,NN
nobodys,3,NN
nobut,2,NN
nod,18,NN
nodded,78,NN
nodding,3,NN
nodfrom,1,NN
noi,1,NN
noir,1,NN
noise,21,NN
noiseless,2,NN
noit,1,NN
nomenclature,2,NN
non,2,NN
nonchalance,2,NN
nonchalant,1,NN
nonchalantly,3,NN
nondescript,1,NN
none,44,NN
nonot,1,NN
nonplussed,1,NN
nonsense,18,NN
noon,2,NN
noor,1,NN
nor,2,NN
normal,3,NN
normally,1,NN
north,1,NN
nose,28,NN
noses,1,NN
not,268,NN
note,91,NN
notebook,10,NN
notecase,4,NN
notepaper,6,NN
notes,5,NN
notestill,1,NN
nothing,430,NN
nothingdisturbing,1,NN
nothingness,1,NN
nothingnothingi,1,NN
nothings,3,NN
notice,47,NN
notion,6,NN
notit,1,NN
notnot,1,NN
notnotvirginia,1,NN
notoriety,7,NN
nounpung,1,NN
nous,1,NN
novel,2,NN
novelists,1,NN
novels,1,NN
novelty,1,NN
now,200,NN
nowadays,9,NN
noware,1,NN
nowhere,1,NN
nowwhen,1,NN
nudge,1,NN
nuggets,1,NN
nuisance,3,NN
number,37,NN
numbers,1,NN
nuns,1,NN
nurse,26,NN
nursery,2,NN
nurses,3,NN
nursing,5,NN
négligé,1,NN
o,1,NN
oak,10,NN
oar,1,NN
oasis,1,NN
oath,9,NN
oaths,1,NN
obedience,3,NN
obediently,8,NN
obey,3,VB
obeyed,2,NN
object,53,NN
objection,18,NN
objections,1,NN
objective,6,NN
objects,1,NN
obligation,1,NN
oblige,2,VB
obliterate,3,VB
obliterated,1,NN
oblivion,1,NN
obolovitch,1,NN
obscene,1,NN
obscure,2,NN
obscurity,2,NN
observation,15,NN
observations,1,NN
observe,10,VB
observed,3,NN
obsession,4,NN
obstacle,1,NN
obstacles,1,NN
obstinacy,2,NN
obstinate,3,NN
obstinately,1,NN
obtain,11,VB
obtrudein,1,VB
obvious,3,NN
obviously,1,NN
occasion,17,NN
occasions,4,NN
occupant,3,NN
occupation,1,NN
occur,11,VB
occurred,8,NN
occurrence,4,NN
occurs,2,NN
ocean,2,NN
oclock,105,NN
oclockpagett,1,NN
october,1,NN
odd,13,NN
odour,6,NN
of,47,NN
off,42,NN
offence,4,NN
offend,2,VB
offended,1,NN
offender,2,NN
offensive,3,NN
offer,24,NN
offering,1,NN
offhand,3,NN
office,39,NN
officer,7,NN
officers,4,NN
offices,3,NN
official,5,NN
officialdom,1,NN
officially,1,NN
officials,2,NN
officiated,1,NN
offs,1,NN
offshoot,1,NN
ofimportance,1,NN
ofofa,1,NN
often,1,NN
ofthey,1,NN
oh,205,NN
ohahyes,1,NN
ohó,2,NN
oil,15,NN
oilskin,5,NN
ointment,1,NN
old,9,NN
omelet,1,NN
omelette,1,NN
omicidal,1,NN
omit,1,VB
omnipotence,1,NN
omniscience,1,NN
omniscient,1,NN
on,100,NN
once,154,NN
onceat,1,NN
oncei,2,NN
one,378,NN
oneand,1,NN
onebut,1,NN
onein,1,NN
oneit,1,NN
oneor,1,NN
ones,25,NN
oneself,3,NN
onesimply,1,NN
onesor,1,NN
oneto,2,NN
oneyou,1,NN
oni,1,NN
onions,1,NN
onlooker,1,NN
only,11,NN
onlyi,1,NN
onslaught,1,NN
onus,1,NN
onward,1,NN
onwards,1,NN
open,54,VB
opened,10,NN
opener,2,NN
opening,8,NN
opera,2,NN
operas,1,NN
operate,2,VB
operations,5,NN
operator,2,NN
opine,2,NN
opinion,58,NN
opinionand,1,NN
opinionelsiesi,1,NN
opinions,1,NN
opium,4,NN
opponent,5,NN
opponents,1,NN
opportunities,1,NN
opportunity,31,NN
oppose,1,VB
opposite,14,NN
opposition,2,NN
optimist,1,NN
or,15,NN
oracularly,1,NN
orange,7,NN
ordeal,4,NN
order,73,NN
ordered,1,NN
orders,12,NN
ordinary,9,NN
organisation,12,NN
organization,11,NN
organize,1,VB
orifice,1,NN
origin,6,NN
original,1,NN
originality,4,NN
originally,3,NN
ornament,2,NN
ornaments,1,NN
orphan,6,NN
orrible,1,NN
orthis,1,NN
orthodox,1,NN
orwhich,1,NN
ostend,1,VB
ostentatiously,1,NN
other,96,NN
otherpocket,1,NN
others,49,NN
otherthe,1,NN
otherwise,7,NN
ought,3,NN
oui,6,NN
ounce,1,NN
our,4,NN
ours,7,NN
ourselves,4,NN
ouse,1,NN
out,129,NN
outand,1,NN
outbreak,2,NN
outburst,1,NN
outcry,1,NN
outdoor,1,NN
outer,7,NN
outfor,1,VB
outgrown,1,VB
outhouse,1,NN
outi,1,NN
outlet,1,NN
outline,7,NN
outlook,1,NN
outrage,4,NN
outright,1,NN
outside,40,NN
outsideand,1,NN
outsider,6,NN
outward,1,NN
outwardly,1,NN
outwards,1,NN
outwit,1,VB
over,22,NN
overall,1,NN
overand,1,NN
overcame,1,VB
overcast,1,NN
overcoat,40,NN
overcoatbut,1,NN
overcoats,1,NN
overdose,10,NN
overdraft,1,NN
overgrown,1,VB
overhear,8,VB
overheard,3,NN
overhearing,1,VB
overlook,2,VB
overlooked,3,NN
overlooking,1,VB
overnight,1,NN
overpowering,1,NN
overrode,1,NN
oversight,3,NN
overstrung,1,NN
overtake,1,VB
overthrow,1,VB
overthrowing,1,NN
overture,1,NN
overwhelmed,1,NN
overwrought,1,VB
ow,2,NN
own,42,NN
owner,7,NN
ox,1,NN
oyster,5,NN
pace,23,NN
paces,1,NN
pacify,1,VB
pacing,2,NN
pack,16,NN
package,11,NN
packet,31,NN
packing,4,NN
pad,2,NN
paddington,1,VB
page,16,NN
pages,2,NN
pagett,9,VB
pagetts,1,VB
pagettthe,1,VB
pagettwith,1,VB
pah,1,NN
paid,3,NN
pail,2,NN
pain,21,NN
pained,2,NN
painfully,7,NN
pains,2,NN
painstaking,1,NN
paint,3,NN
pair,38,NN
pajamas,2,NN
pal,4,NN
palace,3,NN
pale,15,NN
paled,3,NN
paler,2,NN
paling,1,NN
pallor,5,NN
palm,9,NN
palms,1,NN
paltry,1,NN
pan,3,NN
pander,1,VB
pane,2,NN
panel,3,NN
panelling,8,NN
panels,1,NN
pang,2,NN
panic,7,NN
panicand,1,NN
panting,2,NN
pantomime,1,NN
pantry,7,NN
papa,6,NN
paper,184,NN
papers,43,NN
papersall,1,NN
papersfor,1,NN
paperunder,1,NN
paperwith,1,NN
papier,1,NN
par,1,NN
paradise,1,NN
paraffin,2,NN
paragraph,9,NN
parallel,2,NN
parallels,1,NN
paralysed,2,NN
paralysis,1,NN
paralyzed,1,VB
paramount,1,NN
parasol,1,NN
parbleu,4,NN
parcel,13,NN
parcels,1,NN
pardon,36,NN
pardons,2,NN
parents,2,NN
parfaitement,2,NN
paris,14,VB
parish,1,VB
park,24,NN
parker,15,NN
parksome,1,NN
parle,1,NN
parley,1,NN
parlormaid,14,NN
parlormaidhad,1,NN
parlormaids,1,NN
parlour,1,NN
parlourmaid,5,NN
parlourmaiddorcas,1,NN
parloursaid,1,NN
parody,1,NN
paroxysm,2,NN
parquet,2,NN
parson,4,NN
parsons,2,NN
part,185,NN
partake,2,VB
partbut,1,NN
parted,1,VB
parti,1,NN
participate,1,VB
participator,1,NN
particle,2,NN
particular,7,NN
particularly,3,NN
parties,6,NN
parting,4,NN
partition,1,NN
partner,6,NN
partnership,1,NN
partnersi,1,NN
parts,1,NN
partshe,1,NN
party,54,NN
partylet,1,NN
pas,10,NN
pass,58,VB
passage,56,NN
passages,2,NN
passed,6,NN
passenger,2,NN
passengers,3,NN
passes,3,NN
passing,12,NN
passingthe,1,NN
passion,11,NN
passionate,3,NN
passionately,1,NN
passionnel,3,NN
passively,1,NN
passport,3,NN
passports,1,NN
password,3,NN
passy,1,VB
past,14,NN
paste,1,NN
pasteand,1,NN
pastime,1,NN
pasty,1,NN
pat,4,NN
patch,5,NN
patent,5,NN
path,53,NN
paths,1,NN
pathway,1,NN
patience,9,NN
patiencehe,1,NN
patient,20,NN
patiently,2,NN
patients,15,NN
patriot,2,NN
patrol,1,NN
patronage,1,NN
patronizing,1,VB
patter,3,NN
pattering,1,NN
pattern,6,NN
paul,1,NN
pauperwhich,1,NN
pause,39,NN
paused,23,NN
pauses,1,NN
pausing,1,NN
pauvre,3,NN
pavement,7,NN
pavilion,1,NN
paw,2,NN
pawn,1,NN
pawpaw,1,NN
pawpaws,1,NN
pay,45,VB
paymaster,1,NN
payment,1,NN
payoh,1,VB
pea,2,NN
peace,21,NN
peaceful,1,NN
peacefully,1,NN
peach,3,NN
peal,2,NN
peanuts,1,NN
pearl,3,NN
pearls,1,NN
peas,1,NN
peasant,2,NN
pebbles,4,NN
peck,1,NN
peculiar,12,NN
peculiarities,1,NN
peculiarity,1,NN
pedler,1,NN
peel,2,NN
peep,2,VB
peer,7,NN
peering,1,NN
peevishly,1,NN
peg,1,NN
pegs,1,NN
peignoir,1,NN
pen,9,NN
penalty,9,NN
penchant,1,NN
pencil,29,NN
penetrate,2,NN
penetrating,1,NN
penetration,2,NN
peninsula,1,NN
penknife,3,NN
penniless,3,NN
pennorth,1,NN
penny,12,NN
pennyworth,1,NN
pense,1,NN
pensionnat,2,NN
pent,2,NN
penthouse,1,NN
people,35,NN
peoplebut,1,NN
peoples,3,NN
pepper,1,NN
perceive,6,VB
perdu,1,NN
peremptorily,1,VB
peremptory,2,NN
perfect,3,NN
perfection,1,VB
perfectly,15,NN
perfidy,1,NN
perforce,1,VB
perform,3,VB
performance,3,NN
perfunctorily,1,NN
perfunctory,1,NN
perhaps,65,NN
perhapsbecause,1,NN
perhapsbut,1,NN
perhapsperhaps,1,NN
peril,3,NN
period,10,NN
periodthere,1,NN
perished,1,NN
perjury,1,NN
perlice,1,NN
permission,4,NN
permit,29,VB
peroration,1,NN
perpetrator,1,NN
perplexed,5,NN
perplexedly,3,NN
perplexing,1,NN
perplexity,3,NN
perseveringly,1,NN
persist,1,NN
persisted,2,NN
persistently,1,VB
person,114,NN
persona,1,NN
personage,3,NN
personages,1,NN
personal,1,NN
personalities,3,NN
personality,28,NN
personally,1,VB
personand,1,NN
personi,1,NN
persons,3,NN
perspicacity,1,NN
perspiration,4,NN
perspiring,1,NN
persuade,7,VB
persuading,1,NN
persuasiveness,1,NN
pertinacity,1,NN
pertness,1,NN
perturbation,2,NN
perusal,5,NN
perverse,1,NN
perversity,1,NN
pessimist,1,NN
pet,2,NN
peter,1,NN
petit,3,NN
petite,3,NN
petrified,1,NN
petrol,4,NN
petticoat,2,NN
petticoatsand,1,NN
peu,1,NN
pharmacist,1,NN
phase,2,NN
pheasant,1,NN
phenomena,1,NN
phial,4,NN
philosophically,3,NN
phlegm,1,NN
phone,4,NN
phosphorescent,1,NN
photo,4,NN
photograph,43,NN
photographer,3,NN
photographs,5,NN
phrase,17,NN
phraseology,6,NN
phut,2,NN
physical,1,NN
physically,1,VB
physician,3,NN
physiognomy,3,NN
piazza,1,NN
piccadilly,1,NN
pick,20,VB
picking,1,NN
pickings,1,NN
pickpocket,1,NN
picture,44,NN
pictureand,1,NN
pictures,6,NN
picturesand,1,NN
picturesque,6,NN
picturesqueness,1,NN
pie,1,NN
piece,83,NN
pieces,12,VB
pierce,1,VB
piercing,4,NN
pig,4,NN
pigeon,2,NN
pigskin,1,NN
pigtail,1,NN
pikestaff,3,NN
pile,7,NN
pill,1,NN
pillow,3,NN
pillows,2,NN
pills,1,NN
pin,6,NN
pince,8,NN
pinch,7,NN
pinched,1,NN
pincushion,2,NN
pine,3,NN
pink,3,NN
pinnacle,1,NN
pipe,5,NN
pipes,1,NN
piping,3,NN
piqued,1,NN
pirouette,1,NN
pistol,17,NN
pit,4,NN
pitch,4,NN
pitchfork,1,VB
piteous,1,NN
pitfall,2,NN
pitiably,1,NN
pitter,1,NN
pity,47,NN
pityingly,1,NN
pitylove,1,NN
placard,1,NN
placate,1,VB
place,282,NN
placebut,1,NN
placed,1,VB
placeotherwise,1,NN
places,6,NN
placesmeaning,1,NN
placid,4,NN
placidity,1,NN
placidly,12,NN
placingone,1,NN
plain,19,NN
plainly,1,NN
plains,1,NN
plaintively,4,NN
plan,94,NN
plank,2,NN
planned,6,NN
planning,1,NN
plans,28,NN
plansand,1,NN
plant,7,NN
plantation,2,NN
planted,2,NN
planter,1,NN
plants,2,NN
plaster,1,NN
plate,12,NN
plateful,1,NN
plates,3,NN
platform,30,NN
platforms,1,NN
platycephalic,1,NN
play,45,VB
player,3,NN
players,1,NN
playing,1,NN
plays,5,NN
playtime,1,NN
plaît,2,NN
plea,2,NN
plead,1,VB
pleading,1,NN
pleadingly,2,NN
pleasant,10,NN
pleasantest,2,NN
pleasantly,13,NN
pleasantness,1,NN
please,40,NN
pleased,2,NN
pleasetheres,1,VB
pleasing,2,NN
pleasure,35,NN
pleasureworse,1,NN
pledge,1,NN
plenty,30,NN
plight,3,NN
plot,10,NN
plovers,1,NN
pluck,1,NN
plucky,3,NN
plugged,1,VB
plum,1,NN
plumb,3,NN
plumber,1,NN
plumbers,1,NN
plumbing,1,NN
plump,1,VB
plural,1,NN
pm,3,NN
pneumonia,1,NN
poach,1,VB
poacher,1,NN
poacherquite,1,NN
poachers,1,NN
pocket,112,NN
pockets,4,NN
pocus,1,NN
poem,4,NN
poignant,2,NN
poignee,1,NN
point,190,NN
pointand,1,NN
pointed,3,NN
pointer,4,NN
pointhow,1,NN
pointing,1,NN
pointless,4,NN
points,5,NN
poirot,162,NN
poise,3,NN
poised,1,NN
poison,49,NN
poisoned,6,NN
poisoners,1,NN
poisonerthe,1,NN
poisonif,1,NN
poisoning,10,NN
poisons,5,NN
poker,3,NN
poking,1,NN
pole,1,NN
police,141,NN
policeman,17,NN
policemandont,1,NN
policeof,1,NN
policethe,1,NN
policy,6,NN
polishing,1,NN
polite,3,VB
politely,7,NN
politeness,7,NN
politenesses,1,NN
politician,1,NN
politicians,2,NN
politics,4,NN
politicsst,1,NN
politicsunless,1,NN
polygamous,1,NN
pomade,1,NN
pompously,1,NN
pond,14,NN
ponderously,1,NN
pony,2,NN
poof,1,VB
pooh,3,VB
pool,1,NN
poor,6,NN
pop,4,VB
populace,3,NN
porch,2,NN
port,6,NN
portent,1,NN
portentously,2,NN
porter,20,NN
porters,6,NN
porthole,1,NN
portion,7,NN
portière,1,NN
portières,1,NN
portmanteau,1,NN
portrait,7,NN
portraits,1,NN
pose,3,NN
poser,2,NN
position,90,NN
positive,1,NN
positively,7,NN
possess,4,VB
possessed,2,NN
possession,41,NN
possessionor,1,NN
possessions,1,NN
possibilities,6,NN
possibility,43,NN
possible,53,NN
possiblewitness,1,NN
possibly,12,NN
post,49,NN
postcard,1,NN
postcards,3,NN
postman,1,NN
postmark,3,NN
postponement,1,NN
postscript,3,NN
postwoman,1,NN
pot,9,NN
potatoes,2,NN
potency,1,NN
pots,2,NN
pottery,1,NN
poufhe,1,NN
poultry,1,NN
pound,7,NN
pounds,31,NN
poundsto,1,NN
pour,2,NN
pouring,1,NN
powder,17,NN
powders,7,NN
power,45,NN
powerand,1,NN
powerfully,1,NN
powerless,2,NN
powerotherwise,1,NN
powers,2,NN
practicable,2,NN
practical,1,NN
practically,1,NN
practice,12,NN
practiced,1,VB
practitioner,1,NN
practitioners,1,NN
praise,4,NN
prate,1,NN
pratique,1,NN
prawnlike,1,NN
pray,8,NN
prayer,2,NN
prayers,1,NN
preamble,1,NN
precariously,1,NN
precaution,17,NN
precautions,3,NN
precede,3,VB
precedent,1,NN
preceding,4,NN
precepts,1,NN
precipitate,5,NN
precipitately,3,NN
precipitation,1,NN
precise,2,NN
precisely,8,NN
preciselywe,1,NN
precision,5,NN
predecessors,1,NN
predicament,1,NN
prefecture,1,NN
prefer,14,VB
preference,4,NN
preferring,1,NN
prehistoric,1,NN
prejudice,3,NN
preliminaries,1,NN
prematurely,1,VB
premises,2,NN
premonition,6,NN
premonitiona,1,NN
preoccupation,1,NN
preoccupations,2,NN
preparation,2,NN
preparations,3,NN
prepare,2,VB
prepared,3,NN
prescribing,1,NN
prescription,2,NN
presence,57,NN
presencewhich,1,NN
present,42,NN
presently,7,NN
presents,1,NN
preservation,1,NN
preserve,2,VB
preserver,1,NN
presoomably,1,NN
press,10,VB
pressed,1,NN
pressever,1,NN
pressing,1,NN
pressure,6,NN
presume,4,NN
presuming,1,NN
presumption,1,NN
pretence,3,NN
pretences,4,NN
pretend,18,VB
pretended,1,VB
pretending,1,NN
pretensions,1,NN
pretext,8,NN
pretoria,3,VB
pretty,5,NN
prevailed,1,NN
prevent,15,VB
previously,3,NN
prey,2,NN
price,22,NN
priceand,1,NN
prices,1,NN
prick,4,NN
pride,16,NN
priestess,1,NN
primed,1,NN
primitive,2,NN
primly,1,NN
primness,1,NN
primula,1,NN
prince,13,NN
princess,1,NN
principal,4,NN
principals,2,NN
principle,4,NN
principles,2,NN
print,3,NN
printing,1,NN
prints,3,VB
prior,1,NN
prison,17,NN
prisoner,39,NN
prisoners,8,NN
private,4,NN
privately,3,VB
privilege,3,NN
prize,5,NN
probability,21,NN
probabilitythe,1,NN
probable,1,NN
probably,3,NN
problem,25,NN
problems,1,NN
procedure,3,NN
proceed,20,VB
proceeded,4,NN
proceeding,10,NN
proceedings,3,NN
process,6,NN
processes,3,NN
procession,1,NN
processions,1,NN
proclamation,1,NN
produce,15,VB
produced,3,NN
product,3,NN
production,1,NN
profess,2,NN
profession,19,NN
professional,5,NN
professionals,1,NN
professor,2,NN
professors,1,NN
profile,2,NN
profit,1,NN
profiteer,1,NN
profligate,1,NN
profound,2,NN
profoundly,1,VB
profuse,2,NN
programme,4,NN
progress,10,NN
project,4,NN
promenade,3,VB
promise,8,NN
promises,1,NN
promising,1,NN
promotion,2,NN
promptitude,1,NN
promptly,8,NN
promptness,2,NN
prone,2,NN
pronounce,1,VB
pronouncement,1,NN
pronouncing,1,NN
pronunciation,1,NN
proof,20,NN
proofa,1,NN
proofs,6,NN
proofthe,1,NN
propaganda,3,NN
propensity,1,NN
proper,2,NN
properly,2,NN
properties,1,NN
property,16,NN
prophecy,1,NN
prophet,2,NN
proportion,2,NN
proposal,5,NN
propose,14,VB
proposing,1,NN
proposition,10,NN
propre,1,NN
proprietor,2,NN
propriety,1,NN
propriété,1,NN
prosecute,1,VB
prosecuting,1,NN
prosecution,6,NN
prospect,10,NN
prospecting,1,NN
prospects,1,NN
prosper,1,VB
prosperity,2,NN
prostrate,3,NN
prostrated,2,NN
protect,2,VB
protection,2,NN
protectors,1,NN
protest,9,NN
protestations,1,NN
protesting,4,NN
protestingly,1,NN
protestof,1,NN
protests,1,NN
protégé,1,NN
protégée,1,NN
proud,8,NN
proudly,1,NN
prove,38,VB
proverb,4,NN
proverbial,1,NN
provide,3,VB
provided,1,NN
providence,3,NN
provisions,2,NN
provocation,2,NN
provoke,1,VB
prowling,1,NN
proximity,1,NN
prudence,3,NN
pryingbut,1,NN
précisément,4,NN
pseudonym,2,NN
pst,1,NN
psycho,2,NN
psychoanalysis,1,NN
psychologically,3,NN
psychology,11,NN
pub,1,NN
public,7,NN
publication,3,NN
publicity,17,NN
publish,1,VB
publishers,7,NN
pucker,1,NN
puddings,1,NN
puerile,1,NN
puff,2,NN
puffed,2,NN
puffs,1,NN
puffy,1,NN
pull,12,VB
pulling,1,VB
pulls,1,VB
pulse,5,NN
pulses,1,NN
puma,1,NN
pump,2,NN
pumpingbut,1,NN
punch,1,NN
punctiliously,1,NN
pung,2,NN
pungent,1,NN
pungnounpung,1,NN
punished,1,VB
punishment,1,NN
pupil,1,NN
purchase,14,NN
purchases,1,NN
pure,10,NN
purest,1,NN
purity,1,NN
purloin,1,VB
purple,7,NN
purport,2,NN
purporting,1,NN
purpose,38,NN
purposely,1,NN
purposes,6,NN
purr,1,NN
purred,1,NN
purring,1,NN
purringly,1,NN
purse,6,NN
purser,12,NN
pursers,1,NN
pursuance,1,NN
pursue,7,VB
pursuer,1,NN
pursuers,2,NN
pursuit,4,NN
pursuits,1,NN
push,8,NN
put,127,VB
putty,1,NN
puzzle,8,VB
puzzled,23,NN
puzzledand,1,NN
puzzling,1,NN
pyjamas,3,NN
pæan,1,NN
quaint,3,NN
quake,1,NN
qualifications,1,NN
qualities,1,NN
quality,20,NN
qualm,1,NN
qualms,4,NN
quantity,5,NN
quarrel,37,NN
quarreling,1,NN
quarrelled,1,NN
quarrelling,1,NN
quarry,13,NN
quarrying,1,NN
quart,1,NN
quarter,52,NN
quarters,6,NN
quay,2,NN
queen,4,NN
queer,22,NN
queerly,2,NN
query,3,NN
quest,6,NN
question,245,NN
questioned,3,NN
questioner,1,NN
questioning,3,NN
questions,40,NN
questionwe,1,NN
queue,1,NN
qui,1,NN
quick,25,NN
quickback,1,NN
quicker,4,NN
quickest,1,NN
quickly,39,NN
quicklyor,1,NN
quickness,1,NN
quicksilver,1,VB
quiescence,2,NN
quiet,4,NN
quietand,1,NN
quieter,1,NN
quietly,63,NN
quietness,1,NN
quil,1,NN
quill,10,NN
quilla,1,NN
quit,7,NN
quite,22,VB
quitecertain,1,VB
quitter,1,NN
quivering,1,NN
quizzically,2,NN
quoi,1,NN
quoits,1,NN
quotation,1,NN
quote,1,VB
rabbit,3,NN
race,25,NN
raceand,2,NN
raced,1,VB
racing,1,NN
rack,4,NN
racket,3,NN
racquet,1,NN
racy,1,NN
radiate,2,VB
radium,7,NN
raff,1,NN
rag,3,NN
rage,18,NN
ragged,1,NN
raging,1,NN
raglan,4,NN
rags,3,NN
ragsbut,1,NN
raided,1,NN
rail,10,NN
raillery,2,NN
railroads,1,NN
rails,1,NN
railway,14,NN
railways,1,NN
rain,5,NN
rainbow,3,NN
rainbows,1,NN
raining,1,NN
raise,2,VB
raised,2,NN
rake,4,NN
rally,1,VB
rallying,1,NN
ralph,8,NN
ralphor,1,VB
rambling,1,NN
rampant,1,NN
ramshackle,4,NN
ran,9,NN
ranch,7,NN
rancor,1,NN
rancour,1,NN
random,2,NN
rang,24,NN
range,4,NN
rank,1,NN
ransom,1,NN
rap,3,NN
rapid,1,NN
rapidity,3,NN
rapidly,11,NN
rapids,1,NN
rapier,1,NN
rapprochement,1,NN
rapture,1,NN
rare,1,NN
rarebit,2,NN
rascal,1,NN
rash,4,NN
rashly,1,VB
rat,4,NN
rate,43,NN
ratebut,1,NN
ratei,1,NN
rather,10,NN
rats,1,NN
rattle,4,NN
rattled,1,NN
rattling,1,NN
ratty,1,NN
ravenously,1,VB
ravine,1,NN
rayburn,8,NN
raymond,9,NN
razor,2,NN
re,2,NN
reach,16,VB
react,1,VB
reaction,6,NN
read,66,VB
reader,3,NN
readiness,4,NN
reading,9,NN
readjusting,1,NN
reads,1,NN
ready,8,NN
real,6,NN
realcouldnt,1,NN
realise,3,VB
reality,23,NN
realization,2,NN
realize,36,VB
really,49,NN
reallyi,1,NN
reallyserious,1,VB
realm,1,NN
reappear,3,VB
reappeared,4,NN
rear,3,NN
rearrange,6,VB
rearrangement,1,NN
reason,116,NN
reasonable,1,NN
reasoning,7,NN
reasons,4,NN
reassurance,1,VB
reassure,6,NN
reassured,2,NN
reassuring,3,NN
reassuringly,2,NN
rebel,2,NN
rebelled,2,NN
rebuff,1,VB
rebuke,4,NN
recall,2,VB
recapitulate,2,VB
recapitulatenow,1,VB
receipt,3,NN
receive,10,VB
received,3,NN
receiver,20,NN
recently,1,NN
receptacle,4,NN
reception,4,NN
recess,10,NN
recesses,1,NN
recital,3,NN
recitation,1,NN
recite,2,VB
reckless,1,NN
recklessness,2,NN
reckon,5,VB
recognise,2,VB
recognising,1,NN
recognition,11,NN
recognizable,1,NN
recognize,36,VB
recognized,2,NN
recoil,1,NN
recollect,3,VB
recollection,3,NN
recollections,1,NN
recommend,3,VB
recommendation,1,NN
reconcile,1,VB
reconciliation,1,NN
reconnaissance,1,NN
reconnoitring,1,NN
