term_str,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
life death,0.0500810925078592,0.05000000022079167,0.05,0.050000001756632696,0.05,0.05,0.050000000287435946,0.05,0.05,0.05,3.193065374744527,0.05,0.05,0.05,0.05000000496144249,1.0618830983476495,3.8949704271470105,0.05,0.05,0.05
life life,1.5736991563842748,0.050000000051155166,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050063217949442636,0.05,0.05,1.0500000000433714,0.05000000005440729,0.05,1.5262406801629052,0.05,1.0499969453259113,0.05
life man,0.05000000192705327,0.05,0.05000001478721323,0.05000000242917686,0.05,0.05,0.05,0.050000002242697475,0.0500002373928149,1.0500000000414915,0.05000000009863094,0.05,0.05,0.05,2.759645897899821,0.05000000003542258,3.3403538431153645,0.05,0.05,0.05
life time,1.5772497397764926,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.2047753320207355,1.8952246679814797,0.05,0.05,0.05,1.5227502596340274,0.050000000439197896,0.05000000012534315,0.05,0.05,0.05
lifetime,1.831057327791609,0.050000001975863725,0.05000000089962813,0.05,0.05,0.05,0.05000000036522961,0.05,0.05000000062761468,1.0500000000758722,1.702447259613373,0.05,0.05,0.05,3.264628265555657,0.05000000037257634,0.4018671426852312,0.05,0.05,0.05
lift,0.05,0.05,0.05,0.05,0.05,0.05,4.229754492195226,0.9557858441447143,0.05,0.05,0.3033947790789596,0.05,0.05,0.05,0.05000000023104672,0.05000001857022344,11.711064865761683,0.05,0.05,0.05
light,57.36510869456456,1.469545724083934,3.0856361969225388,0.05002140728957246,0.05000423278076618,0.050000000385070846,7.50263126934434,0.06375244233034837,3.321872766740945,2.30989261148532,38.469426572825995,0.05303112161841149,0.05,3.7030454283565253,81.38541753023402,53.49984859992087,19.3574089218614,1.0500000002807053,3.1133564789414896,0.05
light eyes,1.028188045216791,0.05000000023662189,1.0439676995646712,0.05,0.05,0.050000000211256786,0.05,0.05000000015200834,0.050000000112780295,0.05,3.2562787791715215,0.05,0.05,0.05,0.061650047838645125,0.050000005135556295,1.8599154222378222,0.05,1.0500000000739822,0.05
light lamp,0.050000001960508196,0.05,0.05000000005357875,0.05,0.05,0.05,1.1408074551852727,0.05,0.050000000191401384,0.05,0.05,0.05,0.05,0.05,3.3950153772504996,3.6141771651606165,0.05000000018047678,0.05,0.05,0.05
light lantern,1.1403702773968056,0.05,0.0500000000810066,0.05000000027902046,0.05,0.05,0.05,0.05,1.0500000000047947,0.05000000064570902,0.05,0.05,0.05,0.05,2.9595490917059784,0.05008062958043712,0.05000000028629973,0.05,0.05,0.05
light room,0.05000000076059844,0.05,0.4742256110283736,0.05,0.05,0.05000000116868669,0.05,0.05,0.050000000692442335,0.05,4.157535063950287,0.05,0.05,0.05,0.16537860030022533,4.4025360355267065,0.0503246865504317,0.05,0.05,0.05
light window,2.7871116044996085,0.05,0.1639534396690458,0.05,0.05,0.05,0.05,0.05,0.05000000061284761,0.05,1.0770622337750706,0.05,0.05,0.05,3.760680206681006,0.05000000818436383,0.46119250654708793,0.05,0.05,0.05
lightly,0.050000000147815374,0.05000000115328664,0.05000001097846206,0.05,1.0379867603537178,0.05,0.9892598242797519,0.05,1.050000000001592,0.05,10.071976422043699,0.05,0.05,0.05,0.05000000033143295,0.07978895905508114,1.0709880216299288,0.05,0.05,0.05
lights,6.623381202620879,0.05000000005287554,0.5512000483497183,0.05,0.05,0.05,1.0499999953700738,0.05000000524293905,0.050001593674265966,0.05,0.050000292765591696,0.050000008718331476,0.05,0.05,4.5117786659032975,7.54547146218553,1.0181667250871338,0.05,0.05,0.05
like,0.050000000086207017,2.987210037945959,0.05000000018507709,0.05,0.05,0.05000000050641642,2.902499674899058,0.05,1.0500000000113583,0.05,4.363108152866306,0.05,0.05,0.05000000417830199,1.7479117931645216,0.9015673901742695,8.397702945445777,0.05,0.05000000050628194,0.05
likelihood,0.05000000018866065,1.050000000006259,0.050000500903139455,0.05,0.05,1.0500000001410679,0.05,0.05,0.05,0.05,1.0695514670692057,0.05,0.05,0.05,0.05,0.05000000058145282,4.030448031088091,0.05,0.05,0.05
likely,2.934497962843394,0.050000000599526945,0.050000001426865,0.05000000339626857,0.05,0.05,0.05,0.050000001977915945,0.05000000005243466,0.05,0.050000001443184845,0.05,0.05,1.0500000000429168,2.5917851707721704,1.0653311428098897,4.608385714496423,0.05,1.0500000001035183,0.05
likeness,0.0500000002137241,2.9162793671942593,0.05,0.05,0.05,0.050000000986518515,0.05,0.05,2.0499999816015904,0.05000000057588393,2.183720623203727,0.05000000402110054,0.05,0.05,0.05000000040805104,0.050000000474608314,0.05000002130310883,0.05,0.05,0.05
likes,1.0420403207474052,1.0489971664652338,0.05,0.05,0.05,0.05,1.055681450438096,0.05,0.05000000044085031,0.05,1.0777991913471907,0.05,0.05,0.05,4.014345566830197,0.05,0.06113630369615644,0.05,0.05,0.05
limb,0.05000000056566689,0.05,0.05000000003954033,0.05,0.05,0.05,0.05000000005700849,0.7628096531876095,0.05,0.05,0.050000324251062135,0.05,0.05,0.05,4.980766197255603,0.4064017199653475,0.05002210465804907,0.05,0.05,0.05
limbs,8.145692734753261,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000001177299,0.05000000037482063,0.05,3.1035992967464714,0.05,0.05,1.050000000022086,6.011089732623347,0.633352190994346,0.3562660444435924,0.05,0.05,0.05
limelight,0.050000000163337895,0.05000000475694977,0.05,0.05000000455741982,0.05,0.05,0.05,0.05,0.05,1.0500000000918108,0.0500000015630724,0.05,0.05,1.0469863800461663,1.0530136184886922,0.05,2.0499999902992787,0.05,0.05,0.05
limit,0.051207685389432364,0.050000000104311826,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000094123127,0.05,0.050000000223628605,0.05,0.05,0.05,1.7257079343689097,1.9730808124244592,3.450003566519759,0.05,0.05,0.05
limits,0.05000000658295217,0.050000001090864575,1.0500000000402587,1.0500000000729346,0.05,0.05,1.0499999988407822,0.05,2.7237784712013986,0.05,1.0812187309661243,0.05,0.05,0.05,1.2981015406638212,2.8526158701980586,0.2942853802081434,0.05,1.050000000099718,0.05
limp,0.050000000854600955,0.050000001597960496,1.0688098484222017,0.05,0.05,0.05,0.05,0.05,0.05000000038964976,0.05000000001565346,0.05000000001231256,0.05,0.05,0.05,5.031190148082011,0.05000000055743171,0.05000000005530888,0.05,0.05,0.05
line,8.079361323146541,2.1026672133720274,0.053644590076492825,4.92744647101941,0.05105960672549879,1.1641780770531953,7.245670824200391,0.050000080001010874,5.163698036649501,2.1814887425555045,16.501110159716653,0.05,1.050000000422615,5.604094948045256,43.653620341722004,21.84665686596957,12.125302718910005,1.0500000003407368,0.05000000003981357,0.05
linen,3.6887901733393,0.05,0.05,1.0500000000447447,0.05,0.05,0.05,0.050000000090686635,2.776935388484335,0.05000000058245184,0.05000000008702333,0.05,0.05,0.05,1.3301917592964942,0.3545316192059381,3.0995510588403574,0.05,0.05,0.05
liner,0.05,0.05,0.05,0.05,0.05,0.050000001247581125,0.05,0.05,0.05,0.05,5.036267052275954,0.05,0.05,0.06373294625169694,0.05,0.05,0.05000000021626002,0.05,0.05,0.05
lines,9.802838151300696,0.050000000584071426,0.055338307557140975,0.05,0.05,0.05000000012047205,2.2460593754070377,0.05000000000979234,1.2268186276722879,0.05000000037801349,2.8061103729187704,0.05,0.05,2.3043370190708816,12.38876419229325,4.156322152026022,9.463411799612507,2.0500000010155395,0.05,0.05
lining,2.0364267372702956,0.05,0.05,0.05,0.05,0.05,4.0499999993814555,0.05,0.0635732539963235,0.05,0.05,0.05,0.05,0.05,0.05000000869767825,0.05000000064267116,0.05,0.05,0.05,0.05
link,1.1348588459376374,0.05,0.050000000078239765,0.05000000015401953,0.05,0.05,0.05000000969208913,0.05,1.124018345564621,0.050000000356431894,2.15154455120832,0.05,0.05,0.05,0.05000000052484204,5.513202685361417,10.948048723306252,0.05,4.428326837787899,0.05
link chain,1.1982686220958132,0.05,0.05000000031940284,0.05000000047027566,0.05,0.05,0.050000000428571854,0.05,0.05000000051774579,0.0500000010883119,0.09971665114511565,0.05,0.05,0.05,0.05000000053128674,0.050000000579638,2.8970920208580555,0.05,2.0049227019426277,0.05
links,2.813256182246816,3.421998681624719,0.05,0.050000000321328564,0.05,0.05000000081922922,0.05,0.05,0.05,0.05000000042021237,2.759752524397359,0.05000000293412508,0.05,0.05,1.2049926066800098,0.05000000010824729,0.05000000042536582,0.05,0.05,0.05
linoleum,2.6269985832953204,0.05,0.05000000004080701,1.0500000000091072,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050000000487515045,1.4730014159886815,0.0500000001654061,0.05,0.05,0.05
lion,0.050000002947942844,7.050000000399246,0.0500000007525025,0.05000000058235937,0.05,0.05,0.05000000090087604,0.05,0.05,0.050000001531994825,2.524866764643646,0.05,0.05,0.05,1.5893634656455364,1.4774509231257207,0.6083188392999169,0.05,1.0500000001232486,0.05
lions,0.05,1.0499999999821175,0.05,0.05,0.05,0.05,5.049999998916956,0.05,0.05,0.05,0.050000000590551236,0.05,0.05,0.05,0.05000000003547769,0.05,0.050000000466325405,0.05,0.05,0.05
lip,5.922934974809391,1.0499999999600975,0.1027451053048297,1.071499637199445,0.05,0.05,1.5814431219566012,0.05000000001755249,1.5800202850294487,1.243343192783273,0.05000000084876243,0.05,0.05,2.034694724145023,8.780119977019764,3.4906189140472126,4.692580066846056,0.05,0.05,0.05
lips,6.292793062939794,7.99099516276745,0.6826905904825915,0.05,0.05,0.05000000037861671,6.508625911938302,0.05000032236460188,5.79521270543512,4.189900612708978,28.902562828673005,0.05,0.05,2.1039417013646666,30.773626907232426,11.647321518406656,49.66232867501242,1.0500000002627936,0.05,0.05
lips eyes,0.05000000110265339,0.05,0.0500000004553124,0.05,0.05,0.05,1.0500000000087506,0.05,1.2437382335360079,0.05,0.05,0.05,0.05,0.05,2.864247414481724,0.10074801157281019,1.9912663388137668,0.05,0.05,0.05
liquid,4.25523195669641,0.05,1.2379846105078287,0.0500000001114343,0.05,0.05,1.8821776414152698,0.05,0.050000002230236214,0.050000000347476724,0.2659166106246854,0.05,0.05,0.05,0.10841887372590608,0.05000000100490099,1.550270303298936,0.05,0.05,0.05
liquor,0.05,0.05,0.050000000083713234,0.05,0.05,0.05,1.0130777027653606,0.05,0.05,0.05,0.05000000009449081,0.05,0.05,0.05,3.345477589594517,0.07913862246869016,0.7623060849657942,0.05,0.05,0.05
list,1.5552644604477959,0.05,0.050000000141623493,1.0500000000621137,0.05,0.050000003598144487,3.724926855418286,0.05,0.05000000026630897,1.0499999999853953,7.62493876430212,0.05,0.05,5.921929188415705,4.162210023809995,2.1865523252615264,13.174178378256684,0.05,0.05,0.05
listen,1.8147112606687197,0.05000000046804475,1.4762575796276696,0.05,0.05,0.05,0.05000000001133177,0.05,1.5259304085692227,0.05,2.302406266718763,0.05,0.05000000296085307,0.05,2.2410511217991713,1.9279353019187222,4.061708057222788,0.05,0.05,0.05
listening,0.05000000058845107,0.05,0.05000000166254854,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000033700499,0.05000003459198904,0.05,0.05,0.05,0.1952209668412554,2.953327434835893,8.001451561111342,0.05,0.05,0.05
lit,6.481866948961234,0.050000000375986516,0.13415763225490543,0.05,0.05,0.05,0.05,0.05,0.05000000194212181,0.05000000001651154,0.05000000025385481,0.05,0.05,0.05,2.8828492197253057,1.6988718935030132,0.052254302947349784,0.05,0.05,0.05
litter,0.05003482239077248,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07391054869970483,0.05,0.05000000004776578,0.05,0.05,0.05,3.7582665284503136,1.1723472296230315,0.19544087076564914,0.05,0.05,0.05
little,4.8750249524897455,2.713061237945438,0.10605515809951654,0.41090324624070357,0.05,0.05000000045206326,3.9465919715800295,0.05,0.05000000016577924,1.1511736127762262,39.85643687022692,0.05000000171533746,0.05000000012761001,3.100805505638342,5.593059555374048,8.336133457606216,13.460754429104147,1.0500000003900074,0.05000000003326432,0.05
lived,1.089390750372032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050000000560514325,0.05000000002251762,1.0844886440536015,0.05,0.05,0.05,4.091705023783171,0.084476688218005,0.8999388929512036,0.05,0.05,0.05
liver,1.3216018614238734,0.05,0.050000005631786804,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.778398129426849,0.05,0.05,0.05,0.0500000005890824,0.050000002326507656,0.05000000057365557,0.05,0.05,0.05
lives,4.568461172032185,1.1529258256957424,0.05000002722031843,1.0500000000817211,0.05,0.05000000002391786,4.338862438339494,0.050002966456232506,0.05000035915539564,0.05000000006209464,2.1663306203766575,0.05,0.05,0.08711513105251315,16.679622848751563,0.0500000058448253,10.356678604875352,0.05,0.05,0.05
living,1.8215565204695003,0.05000000055199255,0.05000000191231188,4.852741385217552,0.05,0.05,5.135847801746539,0.05000000320404016,3.167352533439005,1.190495672686136,8.084975095723106,0.05,0.05,0.05,12.565414842098221,3.0493443338570385,12.582271809061014,0.05,0.05,0.05
living room,0.05,0.05,0.05,6.049835268513119,0.05,0.05,0.05,0.05,0.05,0.05,0.050000000026907354,0.05,0.05,0.05,0.05,0.05,0.050164731458664506,0.05,0.05,0.05
loaf,0.05,0.05,0.05,2.0350467754709762,0.05,0.05,0.05,0.05,0.05000000535502037,0.05,0.9894049593581519,0.05,0.05,0.05,2.9589810860196724,0.05,0.21656717376850954,0.05,0.05,0.05
loan,2.1133965844037763,0.05,0.05,0.05,0.05,0.05,0.050000001324709976,0.05,0.05,0.05,0.10240603373464706,0.05,0.05,0.05,2.0084260608295827,4.975771319429756,0.05000000024284234,0.05,0.05,0.05
lobby,0.513590041869418,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,6.479905418255816,0.05,0.05,0.05,0.05,0.05000000018721015,0.05,0.05,1.1565045396773466,0.05
lock,12.326710158096772,0.05,1.431709373320473,0.05,0.05,1.3222192890392277,1.2628811553989605,0.7514620138162575,0.06162740023719703,0.05,9.635678536285175,0.05,0.05,0.05,1.8209884814152204,11.057973629903927,14.82874996245447,0.05,0.05,0.05
lock despatch,0.050000165656119665,0.05,0.05000001219998145,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000010628446,0.05,0.05,0.05,0.05,0.05,5.049999822028042,0.05,0.05,0.05
